topic_id,title,clean_title,forum_url,author,tags,release_id,release_title,vn_id,vn_title,released,platforms,languages,engine,script_format_hint,release_url,vn_url,external_url,match_confidence,source_catalog_date
52658,White Monday [Free] [Drama] [Rated R] [Object Heads],White Monday,https://lemmasoft.renai.us/forums/viewtopic.php?t=52658,arty,Free; Drama; Rated R; Object Heads,r80044,White Monday,v26188,White Monday,2020-06-21,win; mac,de; en,Ren'Py,.rpy/.rpyc,https://vndb.org/r80044,https://vndb.org/v26188,https://artys-games.itch.io/white-monday,exact_title_unique_vn,2026-07-13
57085,"Head of the Class [18+ BxG College Romance][Partial VO][Windows, Mac & Linux][Free]",Head of the Class,https://lemmasoft.renai.us/forums/viewtopic.php?t=57085,duck-and-wolf,18+ BxG College Romance; Partial VO; Windows; Mac & Linux; Free,r88767,Head of the Class,v34595,Head of the Class,2021-10-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88767,https://vndb.org/v34595,https://marionette.itch.io/head-of-the-class,exact_title_unique_vn,2026-07-13
59094,Epilogue [Point and Click Adventure] [Science Fiction] [Free],Epilogue,https://lemmasoft.renai.us/forums/viewtopic.php?t=59094,Mutive,Point and Click Adventure; Science Fiction; Free,r140580,Epilogue,v58792,Epilogue,2020-05-25,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140580,https://vndb.org/v58792,https://mutive.itch.io/epilogue,exact_title_unique_vn,2026-07-13
58816,I Want to Pursue the Mean Side Character! [Kinetic][GxG][Free],I Want to Pursue the Mean Side Character!,https://lemmasoft.renai.us/forums/viewtopic.php?t=58816,Zelan,Kinetic; GxG; Free,r82918,I Want to Pursue the Mean Side Character!,v28361,I Want to Pursue the Mean Side Character!,2021-09-12,win; lin; mac,en; es; fr; pt-br,Ren'Py,.rpy/.rpyc,https://vndb.org/r82918,https://vndb.org/v28361,https://tsun-angelique.itch.io/i-want-to-pursue-the-mean-side-character,exact_title_unique_vn,2026-07-13
58816,I Want to Pursue the Mean Side Character! [Kinetic][GxG][Free],I Want to Pursue the Mean Side Character!,https://lemmasoft.renai.us/forums/viewtopic.php?t=58816,Zelan,Kinetic; GxG; Free,r144670,I Want to Pursue the Mean Side Character!,v28361,I Want to Pursue the Mean Side Character!,2022-05-04,win; lin; mac; and,zh-Hans,Ren'Py,.rpy/.rpyc,https://vndb.org/r144670,https://vndb.org/v28361,https://tsundere-studio.itch.io/i-want-to-pursue-the-mean-side-character,exact_title_unique_vn,2026-07-13
59121,TYRANIA [Psychological][Steam][Free],TYRANIA,https://lemmasoft.renai.us/forums/viewtopic.php?t=59121,leviathanimation,Psychological; Steam; Free,r53708,Tyrania,v21915,Tyrania,2016-07-29,win,en,,unknown,https://vndb.org/r53708,https://vndb.org/v21915,https://leviathanimation.itch.io/tyrania,exact_title_unique_vn,2026-07-13
59063,The Babysitter [Horror][Adventure][VN][Free],The Babysitter,https://lemmasoft.renai.us/forums/viewtopic.php?t=59063,incommunicado,Horror; Adventure; VN; Free,r71965,The Babysitter,v28510,The Babysitter,2020-05-22,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r71965,https://vndb.org/v28510,https://cruxgamestudios.itch.io/the-babysitter,exact_title_unique_vn,2026-07-13
59003,one. digit. off [O2A2 Jam][Voice Acted][Creepy][Free],one. digit. off,https://lemmasoft.renai.us/forums/viewtopic.php?t=59003,Kokoro Hane,O2A2 Jam; Voice Acted; Creepy; Free,r75959,one. digit. off,v29684,one. digit. off,2020-05-16,win; lin; mac,en,,unknown,https://vndb.org/r75959,https://vndb.org/v29684,https://tofu-sheets-visual.itch.io/one-digit-off,exact_title_unique_vn,2026-07-13
58974,Suddenly She's Here [Friendship] [Comedy] [Free],Suddenly She's Here,https://lemmasoft.renai.us/forums/viewtopic.php?t=58974,Dollarluigi,Friendship; Comedy; Free,r71704,Suddenly She's here,v28431,Suddenly She's Here,2020-05-13,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r71704,https://vndb.org/v28431,https://rehncohro.itch.io/suddenlysheishere,exact_title_unique_vn,2026-07-13
58504,Hot Scientific Clock [BxG][Voice Acted][Free],Hot Scientific Clock,https://lemmasoft.renai.us/forums/viewtopic.php?t=58504,Trafagal,BxG; Voice Acted; Free,r91439,Hot Scientific Clock,v35984,Hot Scientific Clock,2020-04-01,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r91439,https://vndb.org/v35984,https://tofu-sheets-visual.itch.io/hot-scientific-clock,exact_title_unique_vn,2026-07-13
54666,Mnemonic Devices [Nano 2019][Free][Sci-fi/Romance][G/B/NBxB],Mnemonic Devices,https://lemmasoft.renai.us/forums/viewtopic.php?t=54666,Alia,Nano 2019; Free; Sci-fi; Romance; G; B; NBxB,r63108,Mnemonic Devices,v25607,Mnemonic Devices,2019-04-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63108,https://vndb.org/v25607,https://harlevin.itch.io/mnemonic-devices,exact_title_unique_vn,2026-07-13
58684,The Witchling Marjolaine [NaNoReNo+ 2020] [Free],The Witchling Marjolaine,https://lemmasoft.renai.us/forums/viewtopic.php?t=58684,Zelan,NaNoReNo+ 2020; Free,r79012,The Witchling Marjolaine,v30851,The Witchling Marjolaine,2020-04-15,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79012,https://vndb.org/v30851,https://unfinishedcircl.itch.io/the-witchling-marjolaine,exact_title_unique_vn,2026-07-13
58065,Non Crush Relief [Free] [LGBT] [short] [comedy],Non Crush Relief,https://lemmasoft.renai.us/forums/viewtopic.php?t=58065,Zelan,Free; LGBT; short; comedy,r90062,Non Crush Relief,v35312,Non Crush Relief,2020-01-29,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r90062,https://vndb.org/v35312,https://saturn-murray.itch.io/non-crush-beelief,exact_title_unique_vn,2026-07-13
58648,Defying Heaven’s Will [NaNo2020] [Free] [Browser] [BxB] [Murder Mystery],Defying Heaven’s Will,https://lemmasoft.renai.us/forums/viewtopic.php?t=58648,Helaine,NaNo2020; Free; Browser; BxB; Murder Mystery,r85952,Defying Heaven's Will,v28432,Defying Heaven's Will,2020-06-12,win,en,Monogatari,unknown,https://vndb.org/r85952,https://vndb.org/v28432,https://melimeli.itch.io/defying-heavens-will,exact_title_unique_vn,2026-07-13
58620,Limbokin [NaNoRenO2020] [Horror] [Tragicomedy] [Dress-up] [Trading] [Free],Limbokin,https://lemmasoft.renai.us/forums/viewtopic.php?t=58620,ilyilaice,NaNoRenO2020; Horror; Tragicomedy; Dress-up; Trading; Free,r72656,Limbokin,v28659,Limbokin,2020-04-12,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r72656,https://vndb.org/v28659,https://ilyilaice.itch.io/limbokin,exact_title_unique_vn,2026-07-13
58533,Marigold [Barajam 2019][Short VN][Sci-fi][lgbtq][Released & Free],Marigold,https://lemmasoft.renai.us/forums/viewtopic.php?t=58533,cervineprince,Barajam 2019; Short VN; Sci-fi; lgbtq; Released & Free,r76108,Marigold,v29743,Marigold,2020-09-19,win; lin; mac,en; fr,Ren'Py,.rpy/.rpyc,https://vndb.org/r76108,https://vndb.org/v29743,https://cervineprince.itch.io/marigold-vn,exact_title_unique_vn,2026-07-13
58355,The Weird One [GxB][Comedy][Free],The Weird One,https://lemmasoft.renai.us/forums/viewtopic.php?t=58355,Dollarluigi,GxB; Comedy; Free,r66122,The Weird One,v26482,The Weird One,2019-09-08,win; lin; mac,en,,unknown,https://vndb.org/r66122,https://vndb.org/v26482,https://rehncohro.itch.io/the-weird-one,exact_title_unique_vn,2026-07-13
58280,I Met Her Once (Horror)(Free),I Met Her Once (Horror),https://lemmasoft.renai.us/forums/viewtopic.php?t=58280,PixelatedInkBottle,,r140716,I Met Her Once,v58866,I Met Her Once,2020-03-05,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140716,https://vndb.org/v58866,https://pixelatedinkbottle.itch.io/i-met-her-once,exact_title_unique_vn,2026-07-13
58231,Legend of Ren'AI [Experimental][Neural Network][Machine Learning][Free],Legend of Ren'AI,https://lemmasoft.renai.us/forums/viewtopic.php?t=58231,Blitzwing01,Experimental; Neural Network; Machine Learning; Free,r69934,Legend of Ren'AI,v28050,Legend of Ren'AI,2020-03-04,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r69934,https://vndb.org/v28050,https://kidalang.itch.io/legend-of-renai,exact_title_unique_vn,2026-07-13
58093,Mauritius Atoll [Tropical Post-Apocalyptic][Short][Free],Mauritius Atoll,https://lemmasoft.renai.us/forums/viewtopic.php?t=58093,guimero64,Tropical Post-Apocalyptic; Short; Free,r140641,Mauritius Atoll,v58824,Mauritius Atoll,2020-01-26,win; lin; mac,en; fr,Unity,unknown,https://vndb.org/r140641,https://vndb.org/v58824,https://guimero-games.itch.io/mauritius-atoll,exact_title_unique_vn,2026-07-13
58050,Demon's Little Game [android][GxB/BxB][mystery][short][free],Demon's Little Game,https://lemmasoft.renai.us/forums/viewtopic.php?t=58050,plush,android; GxB; BxB; mystery; short; free,r114756,Demon's Little Game,v47767,Demon's Little Game,2020-02-13,win; lin; and,en,,unknown,https://vndb.org/r114756,https://vndb.org/v47767,https://plushp.itch.io/demons-little-game,exact_title_unique_vn,2026-07-13
56553,Kill or Love [Thriller][Mystery][Free],Kill or Love,https://lemmasoft.renai.us/forums/viewtopic.php?t=56553,Andy Church,Thriller; Mystery; Free,r65534,Kill or Love,v26356,Kill or Love,2019-08-17,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r65534,https://vndb.org/v26356,https://andy-church.itch.io/kill-or-love,exact_title_unique_vn,2026-07-13
57820,"songs and flowers (otome, romance, free)",songs and flowers,https://lemmasoft.renai.us/forums/viewtopic.php?t=57820,cowboy starshine,,r80500,songs and flowers,v31385,Songs and Flowers,2020-01-12,win; lin; mac,en; es,Ren'Py,.rpy/.rpyc,https://vndb.org/r80500,https://vndb.org/v31385,https://cowboy-starshine.itch.io/songs-and-flowers,exact_title_unique_vn,2026-07-13
54925,Froot Basket Valentine [romance][comedy][mystery][free],Froot Basket Valentine,https://lemmasoft.renai.us/forums/viewtopic.php?t=54925,xxmissarichanxx,romance; comedy; mystery; free,r153698,Froot Basket Valentine v.2.0,v25928,Froot Basket Valentine,2023-04-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r153698,https://vndb.org/v25928,https://xxmissarichanxx.itch.io/froot-basket-valentine,exact_title_unique_vn,2026-07-13
57917,Oppaidius Tropical Cruise![FREE][Ecchi][Comedy][18+],Oppaidius Tropical Cruise!,https://lemmasoft.renai.us/forums/viewtopic.php?t=57917,Benny,FREE; Ecchi; Comedy; 18+,r66996,Oppaidius: Tropical Cruise!,v26772,Oppaidius: Tropical Cruise!,2020-01-16,win; lin; mac,en; it,Ren'Py,.rpy/.rpyc,https://vndb.org/r66996,https://vndb.org/v26772,https://sbargisoft.itch.io/oppaidius-tropical-cruise,exact_title_unique_vn,2026-07-13
56989,Eidolon [Dating Sim] [Free to Play] [Steam] [Meta],Eidolon,https://lemmasoft.renai.us/forums/viewtopic.php?t=56989,Mutive,Dating Sim; Free to Play; Steam; Meta,r66650,Eidolon,v26642,Eidolon,2019-09-28,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r66650,https://vndb.org/v26642,https://mutive.itch.io/eidolon,exact_title_unique_vn,2026-07-13
55095,Making of Conquerors [GxG][Fantasy/School][Free],Making of Conquerors,https://lemmasoft.renai.us/forums/viewtopic.php?t=55095,Zelan,GxG; Fantasy; School; Free,r63832,Making of Conquerors,v25803,Making of Conquerors,2019-05-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63832,https://vndb.org/v25803,https://mabsart.itch.io/moc,exact_title_unique_vn,2026-07-13
32009,"High School Otome [FREE on Steam] [Otome, Drama/Romance] [GxB]",High School Otome,https://lemmasoft.renai.us/forums/viewtopic.php?t=32009,Sonya,FREE on Steam; Otome; Drama; Romance; GxB,r57819,High School Otome,v23371,High School Otome,2018-07-08,win,en,,unknown,https://vndb.org/r57819,https://vndb.org/v23371,https://cloudnovel.itch.io/high-school-otome,exact_title_unique_vn,2026-07-13
57252,"Dark Nights[Otome,Fantasy,Romance,Mystery][Free]",Dark Nights,https://lemmasoft.renai.us/forums/viewtopic.php?t=57252,Kokoro Hane,Otome; Fantasy; Romance; Mystery; Free,r65563,Dark Nights,v23714,Dark Nights,2019-10-31,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r65563,https://vndb.org/v23714,https://pinlin.itch.io/darknights,exact_title_unique_vn,2026-07-13
57678,University Intrigues [Free] [Romance] [Thriller],University Intrigues,https://lemmasoft.renai.us/forums/viewtopic.php?t=57678,ozmartin,Free; Romance; Thriller,r140834,University Intrigues,v58926,University Intrigues,2019-12-24,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140834,https://vndb.org/v58926,https://schurkin.itch.io/university-intrigues,exact_title_unique_vn,2026-07-13
45510,String of Fates [Free][Romance],String of Fates,https://lemmasoft.renai.us/forums/viewtopic.php?t=45510,Zelan,Free; Romance,r89793,String of Fates,v35171,String of Fates,2017-06-27,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r89793,https://vndb.org/v35171,https://pataphorite.itch.io/sof,exact_title_unique_vn,2026-07-13
57645,A Piece of Sweetness [Voiced][Linear][Jigsaw Puzzles][Wholesome][FREE],A Piece of Sweetness,https://lemmasoft.renai.us/forums/viewtopic.php?t=57645,Kokoro Hane,Voiced; Linear; Jigsaw Puzzles; Wholesome; FREE,r75960,A Piece of Sweetness,v29685,A Piece of Sweetness,2019-12-22,win; lin; mac,en,,unknown,https://vndb.org/r75960,https://vndb.org/v29685,https://tofu-sheets-visual.itch.io/a-piece-of-sweetness,exact_title_unique_vn,2026-07-13
57524,❉ A Fireworks Meeting ❉ [Short ~10 mins long][Romance][Free],❉ A Fireworks Meeting ❉,https://lemmasoft.renai.us/forums/viewtopic.php?t=57524,AsHLeX,Short ~10 mins long; Romance; Free,r140365,A Fireworks Meeting,v58677,A Fireworks Meeting,2019-12-07,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140365,https://vndb.org/v58677,https://ashlex.itch.io/a-fireworks-meeting,exact_title_unique_vn,2026-07-13
57243,"XOXO Blood Droplets [Free][GxB][Horror, Dark Comedy, Twisted Romance]",XOXO Blood Droplets,https://lemmasoft.renai.us/forums/viewtopic.php?t=57243,Googaboga,Free; GxB; Horror; Dark Comedy; Twisted Romance,r55711,XOXO Blood Droplets,v22592,XOXO Blood Droplets,2019-10-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r55711,https://vndb.org/v22592,https://gbpatch.itch.io/xobd,exact_title_unique_vn,2026-07-13
57159,2 Guys 1 Laptop [Free] [Short] [Kinetic] [Furry] [NSFW BxB… sort of…?],2 Guys 1 Laptop,https://lemmasoft.renai.us/forums/viewtopic.php?t=57159,TanteiSakana,Free; Short; Kinetic; Furry; NSFW BxB… sort of…?,r89404,2 Guys 1 Laptop,v34957,2 Guys 1 Laptop,2019-10-17,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r89404,https://vndb.org/v34957,https://tanteisakana.itch.io/2-guys-1-laptop,exact_title_unique_vn,2026-07-13
51806,"Occult Crime Police [Free] [Mystery, Comedy, Supernatural]",Occult Crime Police,https://lemmasoft.renai.us/forums/viewtopic.php?t=51806,Zelan,Free; Mystery; Comedy; Supernatural,r119240,Occult Crime Police: Medium at Large,v24884,Occult Crime Police,2023-12-15,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r119240,https://vndb.org/v24884,https://eggcorm.itch.io/ocp,exact_title_unique_vn,2026-07-13
56709,Ikimono High: The Visual Novel [BXG][School/Romance/Monster Girls][Free],Ikimono High: The Visual Novel,https://lemmasoft.renai.us/forums/viewtopic.php?t=56709,MisterHarold,BXG; School; Romance; Monster Girls; Free,r110232,Ikimono High: The Visual Novel,v45821,Ikimono High: The Visual Novel,2018-09-06,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r110232,https://vndb.org/v45821,https://koltonkennedy.itch.io/ikimono-high-the-visual-novel-full-game,exact_title_unique_vn,2026-07-13
54739,Fetch Quest [GxB] [Romance] [Comedy] [Free] [NaNo2019],Fetch Quest,https://lemmasoft.renai.us/forums/viewtopic.php?t=54739,SilviaGreen,GxB; Romance; Comedy; Free; NaNo2019,r76139,Fetch Quest,v25639,Fetch Quest,2020-11-29,win; lin; mac,en; es; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r76139,https://vndb.org/v25639,https://hitormissy.itch.io/fetch-quest,exact_title_unique_vn,2026-07-13
54942,Fire Chats [NaNoRenO 2019][Short][Free],Fire Chats,https://lemmasoft.renai.us/forums/viewtopic.php?t=54942,snackpai,NaNoRenO 2019; Short; Free,r140467,Fire Chats,v58726,Fire Chats,2019-03-31,win; lin; mac,en,Unity,unknown,https://vndb.org/r140467,https://vndb.org/v58726,https://snackpai.itch.io/fire-chats,exact_title_unique_vn,2026-07-13
55200,Doll [ Free Short VN] [Fairytale] [Completed],Doll,https://lemmasoft.renai.us/forums/viewtopic.php?t=55200,Zelan,Free Short VN; Fairytale; Completed,r64312,Doll,v25988,Doll,2019-05-11,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r64312,https://vndb.org/v25988,https://cervineprince.itch.io/doll-visual-novel,exact_title_unique_vn,2026-07-13
54677,A Transient Experiment [Drawing] [Friendship] [Unreal] [NaNo2019] [Free],A Transient Experiment,https://lemmasoft.renai.us/forums/viewtopic.php?t=54677,arty,Drawing; Friendship; Unreal; NaNo2019; Free,r63231,A Transient Experiment,v25654,A Transient Experiment,2019-04-01,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63231,https://vndb.org/v25654,https://wight.itch.io/a-transient-experiment,exact_title_unique_vn,2026-07-13
55663,The Lost Smile [Mystery/Noir][Spanish/English][3D][Comic][Mature Themes][Free],The Lost Smile,https://lemmasoft.renai.us/forums/viewtopic.php?t=55663,Matalla,Mystery; Noir; Spanish; English; 3D; Comic; Mature Themes; Free,r93283,The Lost Smile,v36888,La Sonrisa Extraviada,2019-06-14,win; lin,en; es,Ren'Py,.rpy/.rpyc,https://vndb.org/r93283,https://vndb.org/v36888,https://matalla-interactive.itch.io/the-lost-smile,exact_title_unique_vn,2026-07-13
54697,Alloys Over Flowers [GxB] [Romance] [Otome] [NaNoRenO2019] [Free],Alloys Over Flowers,https://lemmasoft.renai.us/forums/viewtopic.php?t=54697,Zelan,GxB; Romance; Otome; NaNoRenO2019; Free,r93959,Alloys Over Flowers,v25701,Alloys Over Flowers,2022-04-19,win; lin; mac,pt-pt,Ren'Py,.rpy/.rpyc,https://vndb.org/r93959,https://vndb.org/v25701,https://elowan.itch.io/alloys-over-flowers,exact_title_unique_vn,2026-07-13
54554,Order a Pizza: A Visual Novel [NaNoRenO2019][Free],Order a Pizza: A Visual Novel,https://lemmasoft.renai.us/forums/viewtopic.php?t=54554,Zelan,NaNoRenO2019; Free,r62923,Order A Pizza: A Visual Novel,v25549,Order A Pizza,2019-03-27,win; lin; mac,en,,unknown,https://vndb.org/r62923,https://vndb.org/v25549,https://rocketadrift.itch.io/order-a-pizza,exact_title_unique_vn,2026-07-13
55912,Flourish [Wholesome] [Short] [Free],Flourish,https://lemmasoft.renai.us/forums/viewtopic.php?t=55912,robokarla,Wholesome; Short; Free,r64705,Flourish,v26087,Flourish,2019-07-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r64705,https://vndb.org/v26087,https://i-choose-paradise.itch.io/flourish,exact_title_unique_vn,2026-07-13
55852,[FREE] The Sly Fox [BxB / BxG] [Friendship or Maybe More],The Sly Fox,https://lemmasoft.renai.us/forums/viewtopic.php?t=55852,Acsis,FREE; BxB; BxG; Friendship or Maybe More,r95096,The Sly Fox,v37920,The Sly Fox,2019,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r95096,https://vndb.org/v37920,https://acsis.itch.io/the-sly-fox,exact_title_unique_vn,2026-07-13
55475,"missed messages - about life, death, and memes [Free][Romance, Psychological Horror]",missed messages,https://lemmasoft.renai.us/forums/viewtopic.php?t=55475,Akitsuki,Free; Romance; Psychological Horror,r63719,missed messages.,v25774,missed messages.,2019-05-01,win; lin; mac,en,Unity,unknown,https://vndb.org/r63719,https://vndb.org/v25774,https://zephyo.itch.io/missed-message,exact_title_unique_vn,2026-07-13
55604,Hotel Tutwin (FREE),Hotel Tutwin,https://lemmasoft.renai.us/forums/viewtopic.php?t=55604,beastcarving,,r63208,Hotel Tutwin,v25642,Hotel Tutwin,2019-04-01,win; mac,en,TyranoScript,unknown,https://vndb.org/r63208,https://vndb.org/v25642,https://roxianocreations.itch.io/hotel-tutwin,exact_title_unique_vn,2026-07-13
55566,Paths Taken [Dating Sim / Royalty / Slice of Life] [Free],Paths Taken,https://lemmasoft.renai.us/forums/viewtopic.php?t=55566,Mikomi,Dating Sim; Royalty; Slice of Life; Free,r64146,Paths Taken,v23771,Paths Taken,2019-06-06,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r64146,https://vndb.org/v23771,https://crystalgameworks.itch.io/paths-taken,exact_title_unique_vn,2026-07-13
55553,I ordered a cute child robot (I don't like that term. I'm a household android.) [GBN human X GBN android] [Free],I ordered a cute child robot (I don't like that term. I'm a household android.),https://lemmasoft.renai.us/forums/viewtopic.php?t=55553,cuterobot,GBN human X GBN android; Free,r64208,I ordered a cute child robot! (I don't like that term. I'm a household android.),v25950,I ordered a cute child robot! (I don't like that term. I'm a household android.),2019-06-06,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r64208,https://vndb.org/v25950,https://cuterobot.itch.io/i-ordered-a-cute-child-robot-i-dont-like-that-term-im-a-household-android,exact_title_unique_vn,2026-07-13
55480,ALLBLACK - Chapter 3- [Action][Psychological][Sci-fi][Free],ALLBLACK,https://lemmasoft.renai.us/forums/viewtopic.php?t=55480,tiya_nofurita,Action; Psychological; Sci-fi; Free,r64044,ALLBLACK Chapter 3,v25691,ALLBLACK Phase #1 -Project-,2019-06-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r64044,https://vndb.org/v25691,https://nsaid.itch.io/allblack-ch3,exact_title_unique_vn,2026-07-13
47479,Minion! - A Fantasy/Humor Visual Novel - Free Download,Minion!,https://lemmasoft.renai.us/forums/viewtopic.php?t=47479,Mutive,,r58507,Minion!,v23720,Minion!,2018-01-09,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r58507,https://vndb.org/v23720,https://mutive.itch.io/minion,exact_title_unique_vn,2026-07-13
50376,Belong [FREE][GBNxGB][ROMANCE][CUSTOMISIABLE MC][NEW POVS!],Belong,https://lemmasoft.renai.us/forums/viewtopic.php?t=50376,click,FREE; GBNxGB; ROMANCE; CUSTOMISIABLE MC; NEW POVS!,r57737,Belong,v23343,Belong,2018-06-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r57737,https://vndb.org/v23343,https://aflutter.itch.io/belong,exact_title_unique_vn,2026-07-13
53048,Mudkip Goes to Walmart then Dies (ミズゴロウがウォルマート行ってなんやかんやで死んだ) [Free][LGBT+][RPG?][VN],Mudkip Goes to Walmart then Dies (ミズゴロウがウォルマート行ってなんやかんやで死んだ),https://lemmasoft.renai.us/forums/viewtopic.php?t=53048,CoolerMudkip,Free; LGBT+; RPG?; VN,r63868,Mudkip Goes to Walmart then Dies 2.0,v24910,Mudkip Goes to Walmart then Dies,2019-05-25,win; lin; mac; and,en; ja,,unknown,https://vndb.org/r63868,https://vndb.org/v24910,https://coolermudkip.itch.io/mudkip-goes-to-walmart-then-dies,exact_title_unique_vn,2026-07-13
55238,ALLBLACK - Chapter 2- [Action][Psychological][Sci-fi][Free],ALLBLACK,https://lemmasoft.renai.us/forums/viewtopic.php?t=55238,tiya_nofurita,Action; Psychological; Sci-fi; Free,r63675,ALLBLACK Chapter 2,v25691,ALLBLACK Phase #1 -Project-,2019-05-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63675,https://vndb.org/v25691,https://nsaid.itch.io/allblack-ch2,exact_title_unique_vn,2026-07-13
55307,The Future is loading... [Short][Friendship][Cute][Free],The Future is loading...,https://lemmasoft.renai.us/forums/viewtopic.php?t=55307,snackpai,Short; Friendship; Cute; Free,r140699,The Future is loading,v58854,The Future is loading,2019-05-18,win; lin; mac,en,Unity,unknown,https://vndb.org/r140699,https://vndb.org/v58854,https://snackpai.itch.io/the-future-is-loading,exact_title_unique_vn,2026-07-13
55062,Catacomb Prince [Free] [BxB/G/NB] [Gothic/Comedy/Murder Mystery],Catacomb Prince,https://lemmasoft.renai.us/forums/viewtopic.php?t=55062,charliethegoldfish,Free; BxB; G; NB; Gothic; Comedy; Murder Mystery,r63379,Catacomb Prince,v25703,Catacomb Prince,2019-04-26,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63379,https://vndb.org/v25703,https://skeleteam.itch.io/catacombprince,exact_title_unique_vn,2026-07-13
54921,ALLBLACK - Chapter 1- [Action][Psychological][Sci-fi][Free],ALLBLACK,https://lemmasoft.renai.us/forums/viewtopic.php?t=54921,fsc,Action; Psychological; Sci-fi; Free,r63475,ALLBLACK Chapter 1,v25691,ALLBLACK Phase #1 -Project-,2019-05-01,win; lin; mac,ja,Ren'Py,.rpy/.rpyc,https://vndb.org/r63475,https://vndb.org/v25691,https://nsaid.itch.io/allblack-ch1,exact_title_unique_vn,2026-07-13
47998,Dancing with a Beautiful Robot [Free][Undertale fangame],Dancing with a Beautiful Robot,https://lemmasoft.renai.us/forums/viewtopic.php?t=47998,SbHunter,Free; Undertale fangame,r52768,Dancing with a Beautiful Robot,v21580,Dancing with a Beautiful Robot,2018-02-04,win; mac,en,Unity,unknown,https://vndb.org/r52768,https://vndb.org/v21580,https://khywae.itch.io/dancing-with-a-beautiful-robot,exact_title_unique_vn,2026-07-13
54769,Reverse Robin: Second To Finale [Kinetic][Comedy][Free],Reverse Robin: Second To Finale,https://lemmasoft.renai.us/forums/viewtopic.php?t=54769,Kokoro Hane,Kinetic; Comedy; Free,r121234,Reverse Robin: Second To Finale,v50139,Reverse Robin: Second To Finale,2019-04-10,win; lin; mac,en,,unknown,https://vndb.org/r121234,https://vndb.org/v50139,https://tofu-sheets-visual.itch.io/reverse-robin-second-to-finale,exact_title_unique_vn,2026-07-13
54751,Umbra Mortis [FREE][Horror][Existential][Dark][Psychological][Sci-Fi],Umbra Mortis,https://lemmasoft.renai.us/forums/viewtopic.php?t=54751,incommunicado,FREE; Horror; Existential; Dark; Psychological; Sci-Fi,r63138,Umbra Mortis,v25619,Umbra Mortis,2019-04-12,win; mac,en,,unknown,https://vndb.org/r63138,https://vndb.org/v25619,https://cruxgamestudios.itch.io/umbra-mortis,exact_title_unique_vn,2026-07-13
54736,Shelled Flame [Visual Novel] [free],Shelled Flame,https://lemmasoft.renai.us/forums/viewtopic.php?t=54736,eilohhs,Visual Novel; free,r78511,Shelled Flame,v30642,Shelled Flame,2019-04-08,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r78511,https://vndb.org/v30642,https://eilohhs.itch.io/shelled-flame,exact_title_unique_vn,2026-07-13
